key,freq,freq_pct
日,3255,1.2339033423427863
年,1814,0.6876499732749045
ジャイアンツ,1784,0.6762775922394871
エレン,1299,0.4924240988335728
さん,1286,0.48749606705155857
最終回,1266,0.47991447969461365
プレゼント,1255,0.47574460664829393
アニメ,1225,0.46437222561287655
話,1210,0.45868603509516787
中,1110,0.42077809831044327
フォロー,1101,0.41736638399981807
選手,992,0.3760467329044682
キャンペーン,953,0.3612626375584256
最,947,0.35898816135134215
回,931,0.3529228914657862
人,931,0.3529228914657862
作品,889,0.33700155801620185
完結,865,0.32790365318786796
時,795,0.3013680974385607
最終,769,0.2915120338745323
連載,758,0.2873421608282126
巻,758,0.2873421608282126
コトダマン,735,0.27862333536772593
発売,726,0.27521162105710073
漫画,693,0.2627020019181416
記念,673,0.25512041456119666
最終話,668,0.25322501772196043
目,660,0.2501923827791825
今,656,0.2486760653077935
4月,655,0.24829698593994626
マガ,650,0.24640158910071003
名様,648,0.2456434303650155
東京,642,0.24336895415793205
開催,638,0.24185263668654305
様,613,0.2323756524903619
試合,612,0.23199657312251465
応募,607,0.23010117628327842
本日,605,0.22934301754758393
ツイート,597,0.22631038260480596
伝説,595,0.22555222386911147
新,592,0.22441498576556973
今日,591,0.2240359063977225
戦,586,0.22214050955848627
ご,580,0.21986603335140278
月,571,0.21645431904077755
終回,567,0.21493800156938858
読売,565,0.2141798428336941
交換,561,0.2126635253623051
号,552,0.2092518110516799
抽選,546,0.2069773348445964
パキシエル,544,0.20621917610890192
´；ω,543,0.20584009674105466
カード,542,0.20546101737320743
中日,537,0.2035656205339712
月号,533,0.2020493030625822
投手,520,0.197121271280568
垢,504,0.19105600139501208
-,504,0.19105600139501208
方,494,0.18726520771653962
週,492,0.1865070489808451
〜,492,0.1865070489808451
先生,490,0.18574889024515062
軍,490,0.18574889024515062
春,489,0.1853698108773034
疲れ,478,0.18119993783098368
amp,465,0.17627190604896947
シリーズ,453,0.17172295363480253
後,449,0.17020663616341353
⃣,446,0.16906939805987178
立体,446,0.16906939805987178
リヴァイ,444,0.1683112393241773
前,443,0.16793215995633007
天皇賞,440,0.16679492185278832
諫山,433,0.1641413662778576
ポーチ,423,0.16035057259938512
締切,423,0.16035057259938512
坂本,419,0.15883425512799615
ミカサ,416,0.1576970170244544
️,415,0.15731793765660718
日本,413,0.15655977892091266
諫山先生,411,0.15580162018521818
jp,407,0.1542853027138292
歴史,398,0.15087358840320397
KOF,396,0.1501154296675095
セット,395,0.14973635029966223
広島,392,0.14859911219612051
初,392,0.14859911219612051
大,390,0.147840953460426
ファン,386,0.14632463598903703
最後,385,0.14594555662118977
限定,380,0.14405015978195354
球,378,0.14329200104625905
気,369,0.13988028673563385
アルミン,365,0.13836396926424485
コミックス,362,0.1372267311607031
弾,357,0.13533133432146688
全員,356,0.13495225495361965
光,356,0.13495225495361965
荒野,353,0.1338150168500779
求,351,0.13305685811438342
ネタバレ,351,0.13305685811438342
木,349,0.1322986993786889
方法,348,0.13191962001084168
勝,346,0.1311614612751472
こと,344,0.13040330253945268
巨人🆚,343,0.13002422317160545
楽しみ,339,0.12850790570021645
全巻,337,0.12774974696452196
自分,337,0.12774974696452196
明日,336,0.1273706675966747
アカウント,334,0.12661250886098022
たち,329,0.12471711202174399
肌,327,0.1239589532860495
終了,326,0.12357987391820226
系,325,0.12320079455035501
キャラクター,325,0.12320079455035501
プロ野球,318,0.12054723897542428
連続,313,0.11865184213618805
物語,310,0.11751460403264631
ウルトラマントリガー,307,0.11637736592910458
土,305,0.11561920719341008
SNKRS,305,0.11561920719341008
ヤクルト,304,0.11524012782556284
超,304,0.11524012782556284
版,303,0.1148610484577156
籤,302,0.11448196908986835
御神,301,0.1141028897220211
配信,300,0.11372381035417385
安打,300,0.11372381035417385
心臓,300,0.11372381035417385
別冊,299,0.11334473098632661
秒,297,0.11258657225063211
pr,297,0.11258657225063211
ドーム,296,0.11220749288278486
世,296,0.11220749288278486
競馬場,295,0.11182841351493762
こ,293,0.11107025477924314
巨,287,0.10879577857215965
動画,287,0.10879577857215965
勝利,284,0.10765854046861792
イェーガー,280,0.10614222299722893
点,278,0.10538406426153443
kun,278,0.10538406426153443
コード,278,0.10538406426153443
監督,276,0.10462590552583995
今季,275,0.1042468261579927
世界,274,0.10386774679014545
円,273,0.1034886674222982
年半,270,0.10235142931875647
分,268,0.10159327058306197
ヶ月,267,0.10121419121521473
あと,267,0.10121419121521473
幕,267,0.10121419121521473
チャンス,266,0.10083511184736749
位,265,0.10045603247952024
梶谷,264,0.10007695311167299
型,263,0.09969787374382574
連勝,262,0.0993187943759785
失点,261,0.09893971500813126
ギフト,261,0.09893971500813126
DeNA,261,0.09893971500813126
勇人,259,0.09818155627243676
つ,259,0.09818155627243676
クリア,258,0.09780247690458951
機動,258,0.09780247690458951
NAOTO,254,0.09628615943320053
テレビ,253,0.09590708006535328
装置,253,0.09590708006535328
古代,253,0.09590708006535328
スタメン,252,0.09552800069750604
企画,252,0.09552800069750604
ちゃん,250,0.09476984196181154
NEW,250,0.09476984196181154
番,249,0.0943907625939643
結果,249,0.0943907625939643
tokyo,248,0.09401168322611705
もの,248,0.09401168322611705
巨人戦,248,0.09401168322611705
中島,247,0.09363260385826981
GENERATION,247,0.09363260385826981
TIGA,247,0.09363260385826981
巨人軍,245,0.09287444512257531
公開,244,0.09249536575472807
完了,244,0.09249536575472807
ー,243,0.09211628638688082
ウルトラマン,242,0.09173720701903358
付録,242,0.09173720701903358
7月,242,0.09173720701903358
最高,241,0.09135812765118632
神,240,0.09097904828333908
ライブ,240,0.09097904828333908
ファイル,240,0.09097904828333908
令和,240,0.09097904828333908
.,239,0.09059996891549184
行動,238,0.0902208895476446
特製,237,0.08984181017979734
マガジン,237,0.08984181017979734
直前,236,0.0894627308119501
丸,235,0.08908365144410285
テレビ東京,233,0.08832549270840837
一緒,232,0.08794641334056111
ホームラン,232,0.08794641334056111
aot,231,0.08756733397271386
Nike,230,0.08718825460486662
開始,230,0.08718825460486662
ウルトラマンティガ,229,0.08680917523701938
OFFICIAL,228,0.08643009586917214
最強,228,0.08643009586917214
引用,227,0.08605101650132488
w,226,0.08567193713347764
本,226,0.08567193713347764
年ー,225,0.08529285776563039
枕,223,0.08453469902993589
更,223,0.08453469902993589
情報,221,0.0837765402942414
タイガース,221,0.0837765402942414
専用,219,0.08301838155854692
Tweet,218,0.08263930219069966
当たるW,218,0.08263930219069966
ギフ,218,0.08263930219069966
ポスト,218,0.08263930219069966
事,217,0.08226022282285242
グッズ,216,0.08188114345500518
先発,216,0.08188114345500518
野球,213,0.08074390535146343
時間,212,0.08036482598361619
気持ち,209,0.07922758788007445
間,208,0.0788485085122272
戦い,207,0.07846942914437996
カット,206,0.07809034977653272
Season,205,0.07771127040868547
表紙,205,0.07771127040868547
読者,205,0.07771127040868547
創,204,0.07733219104083822
サイト,204,0.07733219104083822
死,203,0.07695311167299097
内容,203,0.07695311167299097
GI,202,0.07657403230514373
作画,202,0.07657403230514373
進撃度,201,0.07619495293729649
no,200,0.07581587356944923
男,199,0.07543679420160199
cp,199,0.07543679420160199
コラボシリーズ,198,0.07505771483375474
敗,198,0.07505771483375474
ハンジ,196,0.07429955609806026
一,195,0.073920476730213
カウントダウン,195,0.073920476730213
アクション,195,0.073920476730213
終話,194,0.07354139736236576
販売,192,0.07278323862667127
t,192,0.07278323862667127
増田,190,0.07202507989097677
運勢,190,0.07202507989097677
#とも,190,0.07202507989097677
スゴい,190,0.07202507989097677
横浜,188,0.07126692115528228
DL,186,0.07050876241958778
枚,186,0.07050876241958778
少年,185,0.07012968305174054
おめ,185,0.07012968305174054
エヴァ,184,0.0697506036838933
モノカブアプリ,184,0.0697506036838933
オレ,183,0.06937152431604605
時代,183,0.06937152431604605
読ん,183,0.06937152431604605
詳細,182,0.06899244494819881
QUO,182,0.06899244494819881
香月,182,0.06899244494819881
cm,181,0.06861336558035155
絵,180,0.06823428621250431
好き,179,0.06785520684465707
今村,178,0.06747612747680982
会議,178,0.06747612747680982
出,177,0.06709704810896257
サンチェス,176,0.06671796874111532
原,176,0.06671796874111532
駆逐,174,0.06595981000542084
判定,173,0.0655807306375736
当,172,0.06520165126972634
毎週,172,0.06520165126972634
東京ドーム,172,0.06520165126972634
画像,171,0.0648225719018791
ところ,171,0.0648225719018791
応募者,171,0.0648225719018791
リーグ,170,0.06444349253403185
X,170,0.06444349253403185
菅野,169,0.06406441316618461
紙版,169,0.06406441316618461
契約,167,0.06330625443049011
全,166,0.06292717506264286
浩,166,0.06292717506264286
uno,166,0.06292717506264286
大城,165,0.06254809569479562
今年,165,0.06254809569479562
トラブル,165,0.06254809569479562
チーム,164,0.06216901632694837
昔,164,0.06216901632694837
V,164,0.06216901632694837
亀井,163,0.06178993695910113
他,162,0.06141085759125388
ぇ,161,0.061031778223406635
調査,161,0.061031778223406635
コロナ陽性,160,0.060652698855559385
ツーラン,160,0.060652698855559385
呪術,159,0.06027361948771214
結末,158,0.0598945401198649
兵団,158,0.0598945401198649
オレンジ,158,0.0598945401198649
ため,157,0.05951546075201765
予定,157,0.05951546075201765
投稿,157,0.05951546075201765
オフィシャルサプライヤー,157,0.05951546075201765
締結,157,0.05951546075201765
Pro,157,0.05951546075201765
新色,157,0.05951546075201765
若林,156,0.059136381384170406
貴,156,0.059136381384170406
期,156,0.059136381384170406
AKRacingハイエンドゲーミングチェア,156,0.059136381384170406
決定,155,0.058757302016323155
新作,155,0.058757302016323155
ウーノ,153,0.05799914328062866
ニュース,153,0.05799914328062866
人気,153,0.05799914328062866
プロ野,152,0.05762006391278142
予告,152,0.05762006391278142
無,152,0.05762006391278142
コロナ,151,0.057240984544934176
球団,151,0.057240984544934176
高橋,151,0.057240984544934176
特装,150,0.056861905177086926
sub,150,0.056861905177086926
TV,149,0.05648282580923968
ライナー,149,0.05648282580923968
スタート,149,0.05648282580923968
野,149,0.05648282580923968
ゲーム,148,0.05610374644139243
甲子園,148,0.05610374644139243
シーズン,147,0.05572466707354519
少年マガジン,147,0.05572466707354519
vs,147,0.05572466707354519
打,146,0.05534558770569794
力,146,0.05534558770569794
寂,145,0.054966508337850696
夏,145,0.054966508337850696
銃剣,145,0.054966508337850696
自由,144,0.05458742897000345
︎,144,0.05458742897000345
伝統,144,0.05458742897000345
DAZN,141,0.05345019086646171
🟡,140,0.053071111498614466
練習,139,0.052692032130767216
人間,139,0.052692032130767216
シーン,138,0.05231295276291997
ぶり,138,0.05231295276291997
黒,138,0.05231295276291997
ウィーラー,138,0.05231295276291997
終わり,137,0.05193387339507272
部,137,0.05193387339507272
譲,137,0.05193387339507272
以上,137,0.05193387339507272
小林,136,0.05155479402722548
兵長,135,0.05117571465937824
手,134,0.05079663529153099
単行本,134,0.05079663529153099
ZIP,133,0.05041755592368374
連,133,0.05041755592368374
ｳｳ,133,0.05041755592368374
原作,132,0.05003847655583649
回裏,132,0.05003847655583649
陽性,132,0.05003847655583649
再,132,0.05003847655583649
数,131,0.04965939718798925
Final,131,0.04965939718798925
名,131,0.04965939718798925
M,130,0.049280317820142
くん,130,0.049280317820142
言葉,130,0.049280317820142
撮影,129,0.04890123845229476
大山,129,0.04890123845229476
プロ,128,0.048522159084447514
予約,128,0.048522159084447514
最初,128,0.048522159084447514
スポーツ,127,0.048143079716600264
期間,127,0.048143079716600264
達,127,0.048143079716600264
(春,127,0.048143079716600264
oico,126,0.04776400034875302
メンバー,126,0.04776400034875302
希望,126,0.04776400034875302
金,125,0.04738492098090577
完封,125,0.04738492098090577
以降,125,0.04738492098090577
感じ,124,0.04700584161305853
DM,124,0.04700584161305853
晃,123,0.04662676224521128
オレマク,122,0.046247682877364034
打線,122,0.046247682877364034
頃,122,0.046247682877364034
最新,122,0.046247682877364034
メンズスキンケア,122,0.046247682877364034
特設,122,0.046247682877364034
豪華プレゼント,122,0.046247682877364034
検査,122,0.046247682877364034
毎日,121,0.04586860350951679
ソロ,121,0.04586860350951679
通り,121,0.04586860350951679
感想,121,0.04586860350951679
宏之,120,0.04548952414166954
あ,120,0.04548952414166954
ジャン,118,0.04473136540597505
問,117,0.044352286038127804
笑,117,0.044352286038127804
カラー,116,0.043973206670280554
マツダスタジアム,115,0.04359412730243331
写真,115,0.04359412730243331
歳,114,0.04321504793458607
作者,113,0.04283596856673882
ヒット,113,0.04283596856673882
岡,113,0.04283596856673882
三,112,0.042456889198891574
hanshin,112,0.042456889198891574
サンスポ,111,0.042077809831044324
サンズ,111,0.042077809831044324
調査兵団,111,0.042077809831044324
夢,111,0.042077809831044324
岡本,110,0.04169873046319708
者,110,0.04169873046319708
氏,110,0.04169873046319708
横浜スタジアム,110,0.04169873046319708
阪,110,0.04169873046319708
ライフ,109,0.04131965109534983
楽天,109,0.04131965109534983
Yahoo,109,0.04131965109534983
トレ,109,0.04131965109534983
松原,108,0.04094057172750259
先制,108,0.04094057172750259
編集者,108,0.04094057172750259
考察,108,0.04094057172750259
tigers,108,0.04094057172750259
イラスト,107,0.04056149235965534
つい,107,0.04056149235965534
鬼滅,107,0.04056149235965534
声,107,0.04056149235965534
岡本和真,107,0.04056149235965534
廣,106,0.040182412991808095
GLS,106,0.040182412991808095
種,106,0.040182412991808095
上,106,0.040182412991808095
マルテ,106,0.040182412991808095
サシャ,105,0.03980333362396085
感情,105,0.03980333362396085
誕生日,105,0.03980333362396085
署名,104,0.0394242542561136
進,104,0.0394242542561136
左,104,0.0394242542561136
何,104,0.0394242542561136
キャラ,104,0.0394242542561136
JPN,103,0.03904517488826636
冬,102,0.03866609552041911
anime,102,0.03866609552041911
▶️,102,0.03866609552041911
発表,102,0.03866609552041911
松原聖弥,102,0.03866609552041911
やつ,101,0.038287016152571865
シェルミー,101,0.038287016152571865
弘,100,0.037907936784724615
実況,100,0.037907936784724615
オリジナル,100,0.037907936784724615
煙,100,0.037907936784724615
モデル,100,0.037907936784724615
回表,99,0.03752885741687737
アフター,99,0.03752885741687737
一番,99,0.03752885741687737
店,99,0.03752885741687737
担当,99,0.03752885741687737
9月,99,0.03752885741687737
隆幸,98,0.03714977804903013
吉川,98,0.03714977804903013
コメント,98,0.03714977804903013
伊藤,98,0.03714977804903013
あり,98,0.03714977804903013
とき,97,0.03677069868118288
状況,97,0.03677069868118288
次,97,0.03677069868118288
ラン,97,0.03677069868118288
大輝,96,0.036391619313335635
太,96,0.036391619313335635
DRAMATICBASEBALL,95,0.036012539945488385
SP,95,0.036012539945488385
裕,95,0.036012539945488385
ま,95,0.036012539945488385
配本,95,0.036012539945488385
途中,95,0.036012539945488385
願い,95,0.036012539945488385
テレ,94,0.03563346057764114
Air,94,0.03563346057764114
わけ,94,0.03563346057764114
快進撃,94,0.03563346057764114
感謝,94,0.03563346057764114
XV,94,0.03563346057764114
か月,94,0.03563346057764114
缶,93,0.03525438120979389
廻,93,0.03525438120979389
昨日,93,0.03525438120979389
EXILE,93,0.03525438120979389
武器,93,0.03525438120979389
カープ,93,0.03525438120979389
翔,93,0.03525438120979389
悠,93,0.03525438120979389
人類,93,0.03525438120979389
得点,93,0.03525438120979389
佳,92,0.03487530184194665
入り,92,0.03487530184194665
爆破,91,0.034496222474099406
石川,91,0.034496222474099406
マ,91,0.034496222474099406
