text,created_at
"@ake527228 おお〜いいね👍

でも巨人ファンやったりして",Thu Apr 08 06:19:21 +0000 2021
【画像】巨人ファン、すっかり廣岡大志に魅了される！w 2021/04/20 20:48 https://t.co/HMwFqrghyK,Tue Apr 20 11:48:53 +0000 2021
【画像】巨人ファン、すっかり廣岡大志に魅了される！w 2021/04/17 14:14 https://t.co/CSbCQCux0n,Sat Apr 17 05:14:00 +0000 2021
"RT @mynanym: 橋本くんを見た後ろの巨人ファン男子たちの会話、
「誰や？」「背番号13を軽々しくつかわんとってほしい」
からの橋本くんのピッチング見て
「もしかしていいピッチャーじゃね？」「死神じゃね？」
と、素直な子達だなと思いました🤔",Wed Apr 14 13:01:35 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 13:01:40 +0000 2021
"RT @livedoornews: 【お疲れ様でした】『進撃の巨人』完結、連載11年半に幕
https://t.co/hl2cFt0X0d

2009年9月の連載スタートから約11年半(11年7ヶ月)の歴史に幕を下ろした。コミックス最終34巻は特装版含め6月9日に発売される。…",Sat Apr 10 03:07:06 +0000 2021
RT @uma_Reiner: 天皇賞（春）×進撃の巨人がコラボ　調査兵団が阪神競馬場へ　渋谷すばる新曲書き下ろしSP動画も | ORICON NEWS https://t.co/EZZhQHAjII https://t.co/2ndvu8bZhh,Sun Apr 18 14:22:52 +0000 2021
"RT @superOCreeta931: その巨人はいついかなる時代においても
自由を求めて進み続けた
自由のために戦った
名は

進撃の巨人 https://t.co/YdTc5zBxKW",Fri Apr 09 13:26:24 +0000 2021
"RT @livedoornews: 【お疲れ様でした】『進撃の巨人』完結、連載11年半に幕
https://t.co/hl2cFt0X0d

2009年9月の連載スタートから約11年半(11年7ヶ月)の歴史に幕を下ろした。コミックス最終34巻は特装版含め6月9日に発売される。…",Fri Apr 09 13:21:03 +0000 2021
"RT @MorinagaIce: 🗿#進撃の巨人 ×#パキシエル がコラボ🗿
4月上旬より進撃の巨人コラボパッケージが発売！

⚔「当たり調査兵団キャンペーン」実施中⚔
アイスの棒に巨人が出たらオリジナルQUOカードが必ずもらえる!
キミも調査兵団の一員になろう！

応募締切は…",Fri Apr 09 13:22:32 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 06:50:08 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 06:50:25 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 06:52:00 +0000 2021
"小林の署名のツイートを見たけど、売国反日左翼政党みたいで気持ち悪い奴らだな…。

一線を越えかねないツイートで問題になりそうなのが心配だわ。巨人の球団、選手、首脳陣、スタッフ、ファンなどなど悪影響しかねないわ。",Tue Apr 13 03:24:08 +0000 2021
エレイエ過激派だから、進撃の巨人はエレンくんの物語だったしエレンくんは自由になったしエレンくんは生まれてから一瞬も奴隷だったことはない。諸君、異論があるか？あればことごとく却下だという気持ち　私の心の議題に上がる余地がないだけで別の考えがあるのも自由だし当然だし健全だと思うけど,Tue Apr 13 03:24:23 +0000 2021
"確かに
エ｢巨人化は忌まわしい呪いだが最大の武器でもある。武器を手放すには地ならしによって敵を完膚なきまでに叩きのめす必要がある！｣
調｢虐殺駄目！エを殺して巨人の時代に終止符を打つ！巨人化さえなくなれば世界との対話が可能！｣
の対立だったらまだ阻止派の行動が理解できたな",Thu Apr 15 20:51:03 +0000 2021
「『進撃の巨人』は虐殺を肯定してる」とかも呆然としてしまう。最終回だけじゃなく、今までの139話で『進撃の巨人』だよ。エレンを止めて虐殺を否定するために、心臓を捧げて戦って犠牲になった人がいるよ。,Sun Apr 11 12:06:23 +0000 2021
"RT @9EEE9_m4: 進撃スキンonly

　   　　【⚔️自由の翼⚔️】 https://t.co/GeLY9Xq32m",Sat Apr 10 01:27:25 +0000 2021
"今日の勝利を悔しがってる
アンチ原アンチ元木アンチ大城
は巨人ファン今すぐ辞めろ
巨人ファンなら
今日の勝利の立役者
→原さんと元木と大城のアンチ辞めろ
#大城をアンチから救いたい",Sun Apr 11 09:26:54 +0000 2021
RT @akagiya: ソフトバンクファン逮捕と流れてきて何事かと思ったら、ホークスに不満があるんじゃなくて、日本シリーズで歴史的大敗を喫した巨人が弱すぎて不満だから東京ドーム爆破予告なのか。凄い屈折した愛情表現である。美少女だったらこのメンヘラっぷりがたまらんのだけど、おっ…,Thu Apr 15 10:26:55 +0000 2021
"RT @livedoornews: 【容疑認める】東京ドーム爆破予告容疑、SBファンの男逮捕
https://t.co/Y71BmoyVtI

男はソフトバンクファンで、「一番盛り上がる日本シリーズで巨人が簡単に負けてしまうのがつまらなかった」「怒りに任せて送ってしまった」など…",Thu Apr 15 10:28:21 +0000 2021
"RT @matome_ikan: 東京ドーム爆破予告容疑でソフトバンクファン逮捕 「一番盛り上がる日本シリーズで巨人が簡単に負けてしまうのがつまらなかった」

#東京ドーム #ソフトバンクファン #逮捕
https://t.co/PQqU6feq4f",Thu Apr 15 10:29:08 +0000 2021
"RT @livedoornews: 【容疑認める】東京ドーム爆破予告容疑、SBファンの男逮捕
https://t.co/Y71BmoyVtI

男はソフトバンクファンで、「一番盛り上がる日本シリーズで巨人が簡単に負けてしまうのがつまらなかった」「怒りに任せて送ってしまった」など…",Thu Apr 15 10:30:04 +0000 2021
RT @Subaru_AOTK: (NSFW)ロードワークの途中で多目的トイレでおせっせする「あなた」と先輩のファンアートです https://t.co/MaXpTD2R4I,Wed Apr 14 16:45:54 +0000 2021
"RT @livedoornews: 【お疲れ様でした】『進撃の巨人』完結、連載11年半に幕
https://t.co/hl2cFt0X0d

2009年9月の連載スタートから約11年半(11年7ヶ月)の歴史に幕を下ろした。コミックス最終34巻は特装版含め6月9日に発売される。…",Fri Apr 09 00:38:50 +0000 2021
"RT @zik_momo_: ジャンが言ってる｢歴史の教科書を読む女学生｣ってそういう存在がジャンにいるのかと思ったけど、人類を救った人物とその仲間として歴史の教科書に顔写真が載るときのためってことか！！！
#進撃の巨人最終回  #進撃の巨人",Fri Apr 09 00:39:48 +0000 2021
"RT @jcast_news: あわや危険球退場...田中豊樹の死球をG党非難　「巨人ファンとして恥ずかしい」
#プロ野球 #田中豊樹 #読売ジャイアンツ #阪神タイガース  https://t.co/S9jsk7rsqA",Thu Apr 08 06:35:50 +0000 2021
"RT @anime_shingeki: 進撃の巨人×森永パキシエルキャンペーン
4月上旬より進撃の巨人コラボパッケージが発売！

アイスの棒に巨人が出たらオリジナルQUOカードが必ずもらえる
「当たり調査兵団キャンペーン」実施中！！

応募締切は6/30まで！

#shinge…",Mon Apr 05 05:40:59 +0000 2021
"思いあがらないでほしい
進撃の巨人のこともファンのことも馬鹿にした人に私がわざわざ話題振るわけないでしょ",Mon Apr 12 13:13:35 +0000 2021
"阪神競馬場 #戦え天皇賞春の栄冠を奪え

天皇賞(春)の栄冠をかけた #進撃の巨人
調査兵団⚔マーレ軍との戦い、見事敵を駆逐！抽選で10名様に2021年天皇賞(春)の為だけにデザインした新立体機動装置リュックをプレゼント🎁
 https://t.co/Su8Tor0oWS",Tue Apr 20 12:03:01 +0000 2021
"RT @livedoornews: 【お疲れ様でした】『進撃の巨人』完結、連載11年半に幕
https://t.co/hl2cFt0X0d

2009年9月の連載スタートから約11年半(11年7ヶ月)の歴史に幕を下ろした。コミックス最終34巻は特装版含め6月9日に発売される。…",Thu Apr 08 22:16:19 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 13:03:16 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 13:04:48 +0000 2021
"@canaan1148 今日はお休みなのです～(*´▽｀*)
あ、別に関東ですけど巨人ファンとかではないです(笑)
野球がとにかく好きなので、観ちゃうんですよね～
あ、ちなみにオリックスファンではあります(*´▽｀*)",Wed Apr 07 10:12:38 +0000 2021
"ライブ配信中2

23:51~
「罰あたった最高🤭」
「ハプニングしかない」
「ジンジンジンギスカン🎶」
「本日ハブニングDay」

#ポコチャ x 巨人ファン
https://t.co/NhjPRFVYwJ",Sat Apr 10 15:01:36 +0000 2021
"コニーがジャンの親族と俺の母ちゃんを真っ先に保護してくれた、と言ってるけれど、ハンジさんは身内がいないと捉えてOK？それとも女王が配慮してくれたか…ハンジさんの過去は謎に包まれているからこの辺もファンブック等で知りたい(・∀・)
#進撃の巨人最終話
#進撃の巨人139話",Fri Apr 09 08:29:41 +0000 2021
RT @shingeki__kun: もう早バレに怯えなくていい。俺たちは自由だ。そうだろ、進撃民！,Fri Apr 09 08:31:34 +0000 2021
"誰でも登録できるアンテナサイト（ANTENNA NOW）
https://t.co/uaCskbP3Q4

#芸能
新着情報: 【速報】「巨人に不満」　東京ドーム爆破予告容疑でソフトバンクファン逮捕  [Anonymous★] https://t.co/LDSPVf1ule",Tue Apr 20 18:06:26 +0000 2021
あぁ…進撃の巨人が終わってしまう……本当は明日進撃休暇を取りたかったけど、入学式の関係で有給取得者が多く職場の状況を考えて諦めた……私は調査兵団のように損得考えず自分の仕事に馬鹿みたいに向き合う人間が好きだから……,Thu Apr 08 13:32:39 +0000 2021
RT @uma_Reiner: 天皇賞（春）×進撃の巨人がコラボ　調査兵団が阪神競馬場へ　渋谷すばる新曲書き下ろしSP動画も | ORICON NEWS https://t.co/EZZhQHAjII https://t.co/2ndvu8bZhh,Sun Apr 18 23:15:04 +0000 2021
"RT @YouTubeJapan: ＝ 超古代の光の巨人伝説再び ＝

#ティガ ファン集合‼ 👀
#ウルトラマン TVシリーズ最新作は #ティガ の原点を踏襲した『#ウルトラマントリガー NEW GENERATION TIGA』‼
▶️ https://t.co/WexJ3R…",Sun Apr 18 05:56:08 +0000 2021
"RT @Anime_ABEMA: #ABEMA進撃調査兵団 報告書❷
￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣

☑︎壁はどのようにして作ったのか？
☑︎エレンが巨人に連れ去られる！
☑︎巨人の正体とは!?

#進撃の巨人 Season 2を
一挙 “無料” 配信🎬

まだまだ続く戦い……",Fri Apr 16 13:32:41 +0000 2021
"RT @jumandekirukana: #10万円でできるかな
4/12(月)3時間SP！

宮田さんだけでなく
キスマイメンバー内にも
ファンが多い進撃の巨人から
#梶裕貴 さん
#石川由依 さん

宮田さんの師匠
#浪川大輔 さん

宮田さんがプライベートで
ライブを見に…",Sat Apr 10 01:53:43 +0000 2021
"RT @anime_shingeki: 進撃の巨人×森永パキシエルキャンペーン
4月上旬より進撃の巨人コラボパッケージが発売！

アイスの棒に巨人が出たらオリジナルQUOカードが必ずもらえる
「当たり調査兵団キャンペーン」実施中！！

応募締切は6/30まで！

#shinge…",Mon Apr 05 06:04:29 +0000 2021
"調査兵団に入って…
とにかく巨人をぶっ殺したいです",Sun Apr 18 14:42:07 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 01:44:34 +0000 2021
作品を読むことはもちろん、更新を待ちわびたり、ファンの皆様と考察したり、多くのかけがえのない時間を与えてくださり、本当にありがとうございました！！これからもずっと大好きです！！❤️ #進撃と私 #諌山先生ありがとう https://t.co/5e98UBqosw,Thu Apr 15 15:01:00 +0000 2021
"RT @royalpark_yok: ／
1 日2 室限定「進撃の巨人」コラボルームを販売いたします！
＼

≪調査兵団の一員となって、巨人を駆逐しろ！≫をテーマに、部屋には襲ってくる巨人に立ち向かうエレンやリヴァイが。
さらに、オリジナルグッズやコラボメニューのルームサービス…",Tue Apr 20 09:45:58 +0000 2021
"RT @shimomomomomom: すごく変な気分だ…
恐怖しか感じていないし
周りが全然見えない…
きっと…どんな最終回になっても虚無感で耐えられない気がする　
そうだ…作者以外誰も悪くない…
全部仕方なかった　だって「進撃の巨人」は

こんなにもーー最高の物語じゃないか",Wed Apr 07 22:45:28 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 00:07:35 +0000 2021
"巨人は後半上げてくるとは思うけど、丸ウィーラー中島亀井あたりいないなら週明けの伝統の一戦は阪神有利かな
親父がガチガチの阪神ファンなのでDe以外なら阪神に勝って欲しい気持ちもある",Sun Apr 04 14:45:25 +0000 2021
"RT @livedoornews: 【9日完結】『進撃の巨人』担当編集者が語るヒットの理由「巻を追うごとに面白さの質が違ってくる」
https://t.co/AnskSmKdvh

初期はおぞましさやインパクト、その後はサスペンスや政治などの要素もあり、世の中のことをすべて描い…",Wed Apr 07 16:56:50 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Tue Apr 13 12:51:14 +0000 2021
"RT @hitasuraeiga: アニメ『進撃の巨人』でファンを驚かせた”伝説の18秒”は、元々の絵コンテでは4カットだったが、迫力を増すためにアニメーターの江原康之さんが長回しで作画した結果、18秒1カットの凄まじいアクションシーンに仕上がった
#今アニメでしょ https…",Tue Apr 13 12:51:30 +0000 2021
"RT @treevillage_ani: ✨告知✨
【#進撃の巨人】
／
ポップアップショップ＆コラボカフェ開催決定‼
『開催期間　2021年4月23日(金)～6月4日(金)』
＼
ツリービレッジ限定、調査兵団による前夜祭の新規デザインのオリジナルグッズの販売や、カフェメニュー…",Thu Apr 08 17:48:19 +0000 2021
"RT @YahooNewsTopics: 【進撃の巨人が完結 連載11年半】
https://t.co/NQgogh0oHi

人気漫画「進撃の巨人」が、9日発売の「別冊少年マガジン」で最終回（139話）を迎え、連載スタートから約11年半の歴史に幕を下ろした。編集部は「応援して…",Thu Apr 08 17:52:54 +0000 2021
"ベタ惚れナイターとかいう企画考えた奴無能過ぎる、、、、💢

巨人ファン、阪神ファン、野球好き、全員を敵にしたな日テレ💢

#日テレ",Tue Apr 20 11:03:55 +0000 2021
"RT @TIOffoa1Iny67ll: 韓国「進撃の巨人」を批判
韓国が「進撃の巨人」を""帝国主義の美化""と批判。本日発売の最終話に「私達のために虐殺者になってくれてありがとう」というセリフがあり、日本が""日本を戦犯と批判する国""に復讐することを肯定･称賛する内容だと指摘。…",Sat Apr 10 08:17:41 +0000 2021
"おはようございます‼️
 巨人相手に3連敗となって
しまいましたね😅
 勝てず選手たちも悔しい
と思いますが、ファンも
悔しい❗
  相手が特に巨人って事も
あるけど、常に一緒戦って
応援してるから悔しい❗
 今こそ、強き竜の雄叫び
をあげろ‼️",Thu Apr 15 21:36:52 +0000 2021
RT @psy_games_: 「日本のアニメの歴史を変えた14選」でエヴァ、プリキュア、進撃、呪術って来てるところに急にプペル差し込まれて爆笑してる。,Wed Apr 14 16:51:15 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Tue Apr 13 20:00:01 +0000 2021
"RT @oricon_anime_: 【📺今夜20:00】林修の今でしょ！講座

『進撃の巨人』""伝説の18秒""『呪術廻戦』カメラワークの秘密『プリキュア』原画マンの超絶技巧…アニメの歴史変えた作品紹介

＼✍🏻スゴ腕クリエイター陣集結！／
キスマイ・宮田俊哉「創造神の集まり」…",Tue Apr 13 03:44:18 +0000 2021
調査兵団に入って…とにかく巨人をぶっ殺したいです（リヴァイ兵長の隣で戦いたい！）,Mon Apr 19 15:02:01 +0000 2021
"RT @GolfTbs: #TheMasters  2021 最終日

#TBSゴルフ の公式HPでは

まもなく『観戦中！マスターズトークライブ』の配信スタート！

#松山英樹選手　歴史的快挙へ！昨日の快進撃！全ホール見せます！

ゲストは、#ノンスタイル #井上裕介 さんと…",Mon Apr 12 14:56:47 +0000 2021
"RT @royalpark_yok: ／
1 日2 室限定「進撃の巨人」コラボルームを販売いたします！
＼

≪調査兵団の一員となって、巨人を駆逐しろ！≫をテーマに、部屋には襲ってくる巨人に立ち向かうエレンやリヴァイが。
さらに、オリジナルグッズやコラボメニューのルームサービス…",Tue Apr 20 09:37:34 +0000 2021
"RT @livedoornews: 【お疲れ様でした】『進撃の巨人』完結、連載11年半に幕
https://t.co/hl2cFt0X0d

2009年9月の連載スタートから約11年半(11年7ヶ月)の歴史に幕を下ろした。コミックス最終34巻は特装版含め6月9日に発売される。…",Sat Apr 10 01:34:48 +0000 2021
"RT @jumandekirukana: #10万円でできるかな
4/12(月)3時間SP！

宮田さんだけでなく
キスマイメンバー内にも
ファンが多い進撃の巨人から
#梶裕貴 さん
#石川由依 さん

宮田さんの師匠
#浪川大輔 さん

宮田さんがプライベートで
ライブを見に…",Sat Apr 10 01:34:52 +0000 2021
"RT @MorinagaIce: 🗿#進撃の巨人 ×#パキシエル がコラボ🗿
4月上旬より進撃の巨人コラボパッケージが発売！

⚔「当たり調査兵団キャンペーン」実施中⚔
アイスの棒に巨人が出たらオリジナルQUOカードが必ずもらえる!
キミも調査兵団の一員になろう！

応募締切は…",Sat Apr 10 16:01:54 +0000 2021
巨人ファンのお客さんが、阪神強いね〜⤴️と言いながら来て、勝ち方がイイよね〜うちの岡本もやっと打ったけど、菅野がね〜😠と……今日は勝ってくれて良かった〜😅🙏🏻,Sun Apr 11 08:54:38 +0000 2021
"TBSがマツダでの巨人戦放送するのマジ不快。

スカパー加入してるから本拠地チーム推しのJ-SPORTSで観れる筈の試合だよ。なぜ巨人贔屓の実況解説聞かされるの？

解説も巨人OBの井端とかビジターの気持ちになる。巨人ファンみたい… https://t.co/pn0SfZ112P",Sat Apr 10 15:33:58 +0000 2021
@EVA_AcEM 巨人ファンですが、今年は阪神が優勝しそうな勢いで涙目ですw,Tue Apr 20 09:34:37 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 03:47:14 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 16:29:38 +0000 2021
"RT @MorinagaIce: 好評実施中の #進撃の巨人 ×#パキシエル
「あたり調査兵団キャンペーン」⚔
景品の描き下ろしQUOカードはご覧になりましたか？

実はこのイラスト、進撃の巨人ファンにはピンと来る小ネタがたくさん入ってるんです💡💡💡

みなさんはいくつ見つけら…",Wed Apr 14 03:44:40 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 03:44:58 +0000 2021
"RT @YouTubeJapan: ＝ 超古代の光の巨人伝説再び ＝

#ティガ ファン集合‼ 👀
#ウルトラマン TVシリーズ最新作は #ティガ の原点を踏襲した『#ウルトラマントリガー NEW GENERATION TIGA』‼
▶️ https://t.co/WexJ3R…",Mon Apr 19 15:47:40 +0000 2021
"RT @eimo_info: ✨新商品情報✨
TVアニメ『進撃の巨人』#ふわぽに シリーズ発売決定🎉

テーマはパン屋さんで働く調査兵団🍞
ぬいぐるみのようなふわふわ優しい質感のデフォルメイラストシリーズで新登場🥖

4/10(土)10:00～販売開始🌟
▶https://t.…",Fri Apr 09 05:02:02 +0000 2021
"RT @livedoornews: 3000RT：【お疲れ様でした】『進撃の巨人』完結、連載11年半に幕
https://t.co/hl2cFt0X0d

2009年9月の連載スタートから約11年半(11年7ヶ月)の歴史に幕を下ろした。コミックス最終34巻は特装版含め6月9日に…",Thu Apr 08 22:17:50 +0000 2021
進撃の巨人の最終話兵長と調査兵団のシーンは普通に感動した（ ;  ; ）,Thu Apr 08 22:18:00 +0000 2021
"RT @Akikun1124: 発売されたばかりの最新話を容赦なく転載しネタバレをする進撃ファン
#進撃の巨人最終回 https://t.co/Ouo2QHjDVt",Thu Apr 08 22:18:39 +0000 2021
"RT @oricon_anime_: 『進撃の巨人』完結号の別マガ、早くも各地で完売報告　ファン早朝から求め売店ハシゴ（写真 全6枚）
https://t.co/7A9alLtYw6

 #進撃の巨人 #shingeki #進撃の巨人最終話 #進撃完結 #諌山先生 #進撃の巨人…",Fri Apr 09 08:42:07 +0000 2021
"RT @YahooNewsTopics: 【進撃の巨人が完結 連載11年半】
https://t.co/NQgogh0oHi

人気漫画「進撃の巨人」が、9日発売の「別冊少年マガジン」で最終回（139話）を迎え、連載スタートから約11年半の歴史に幕を下ろした。編集部は「応援して…",Fri Apr 09 08:43:00 +0000 2021
"RT @jumandekirukana: #10万円でできるかな
4/12(月)3時間SP！

宮田さんだけでなく
キスマイメンバー内にも
ファンが多い進撃の巨人から
#梶裕貴 さん
#石川由依 さん

宮田さんの師匠
#浪川大輔 さん

宮田さんがプライベートで
ライブを見に…",Sat Apr 10 05:11:56 +0000 2021
"RT @MorinagaIce: 🗿#進撃の巨人 ×#パキシエル がコラボ🗿
4月上旬より進撃の巨人コラボパッケージが発売！

⚔「当たり調査兵団キャンペーン」実施中⚔
アイスの棒に巨人が出たらオリジナルQUOカードが必ずもらえる!
キミも調査兵団の一員になろう！

応募締切は…",Wed Apr 14 00:55:56 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 00:57:00 +0000 2021
"巨人ファンならココハズセないでしょw

宮崎キャンプでONも通った
重の井さんの釜揚げうどん‼︎

やわやわだけど心温まる一杯
お汁の中の揚げ玉がいい味出してました

#重の井　#宮崎　#ジャイアンツ https://t.co/PN41WxRD19",Tue Apr 13 09:27:38 +0000 2021
"臨機応変に仕事が出来る僕
患者A「わし、阪神ファンやねん」
僕「え〜😆僕もですよ！大山推しです」
患者B「やし、巨人ファンやねん」
僕「え〜😆僕もですよ！石川慎吾しか勝たん！」",Sat Apr 17 11:55:44 +0000 2021
"RT @livedoornews: 【お疲れ様でした】『進撃の巨人』完結、連載11年半に幕
https://t.co/hl2cFt0X0d

2009年9月の連載スタートから約11年半(11年7ヶ月)の歴史に幕を下ろした。コミックス最終34巻は特装版含め6月9日に発売される。…",Fri Apr 09 00:10:28 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 03:57:12 +0000 2021
"#進撃の巨人なりきりさんと繋がりたい  #調査兵団員やその他の兵団員がrtしてくれて未だみぬ調査兵団員やその他の兵団員がフォローしてくれる
唯一呑。",Wed Apr 07 11:17:45 +0000 2021
"RT @raoutanaka: 虎の絵が完成しました。
ーーーー
『進撃』25P mixedmedia on panel
ーーーー
進撃の巨人終わっちゃいましたね。本当に楽しませていただきました。歴史的傑作。諫山先生ありがとうございました。タマフルリスナーとして応援してました。…",Fri Apr 16 13:36:42 +0000 2021
巨人ファンが手を入れたら、二酸化塩素でも噴霧されるのだろうか,Fri Apr 09 04:29:46 +0000 2021
"RT @MorinagaIce: 🗿#進撃の巨人 ×#パキシエル がコラボ🗿
4月上旬より進撃の巨人コラボパッケージが発売！

⚔「当たり調査兵団キャンペーン」実施中⚔
アイスの棒に巨人が出たらオリジナルQUOカードが必ずもらえる!
キミも調査兵団の一員になろう！

応募締切は…",Thu Apr 08 19:41:54 +0000 2021
"RT @anime_shingeki: 進撃の巨人×森永パキシエルキャンペーン
4月上旬より進撃の巨人コラボパッケージが発売！

アイスの棒に巨人が出たらオリジナルQUOカードが必ずもらえる
「当たり調査兵団キャンペーン」実施中！！

応募締切は6/30まで！

#shinge…",Mon Apr 05 01:35:59 +0000 2021
"調査兵団に入って…
 とにかく巨人をぶっ殺したいです",Sun Apr 04 02:30:36 +0000 2021
RT @yumimiking: いつも勉強させてもらってるアカウントなんだけど…『ASTROの今回の快進撃は…(中略)…一番は音源成績です…(中略)…本国はもちろん、日本のファンがかなり貢献してるはず。』 そして…『投票と音盤で補うナムグルの理想的な1位の取り方』と最高のお褒め…,Thu Apr 15 22:56:48 +0000 2021
RT @yumimiking: いつも勉強させてもらってるアカウントなんだけど…『ASTROの今回の快進撃は…(中略)…一番は音源成績です…(中略)…本国はもちろん、日本のファンがかなり貢献してるはず。』 そして…『投票と音盤で補うナムグルの理想的な1位の取り方』と最高のお褒め…,Thu Apr 15 22:57:34 +0000 2021
"RT @interiAot: なんでエレンが鳥になったのかは、光るムカデが""寄生した生物の願いを叶える""生物だと考えれば想像しやすいのかな。ユミルは大きく強くなりたかったから巨人になった。
エレンは自由になりたかったから鳥になった",Mon Apr 12 14:12:37 +0000 2021
"RT @isym_hzm_bot: 諫山先生11年と7ヶ月お疲れ様でした💐
素晴らしい作品をありがとうございました
これからもずっと進撃と諫山先生のファンです！
(すみません今日だけは私もイラストを上げさせてください…！)
#ありがとう諫山先生 #ありがとう進撃の巨人 #Tha…",Fri Apr 09 11:31:02 +0000 2021
"RT @superOCreeta931: その巨人はいついかなる時代においても
自由を求めて進み続けた
自由のために戦った
名は

進撃の巨人 https://t.co/YdTc5zBxKW",Fri Apr 09 11:32:21 +0000 2021
"RT @sivell0904: #進撃の巨人 
#attackontitan
#エレン
自由の翼 https://t.co/VdZEkIky8o",Sat Apr 17 09:14:28 +0000 2021
"これ見た人は絶対に重信ファンになる

巨人「俊足外野手」重信慎之介スーパープレイ連発 （2018-0203）
https://t.co/YdHIt8k7eM #ジャイアンツ",Tue Apr 13 12:54:52 +0000 2021
"🥀わらしべ🥀
🚗枕、黒初心
⚔️進撃M4旗艦、緑紅蓮
      エヴァ95銃剣、M4銃剣
      パンダ95豪華
👗レイ制服、シンジプラグスーツ
      進撃セットなど
🪶自由の翼、パラシュート星月

求  ムラマクゴミ… https://t.co/gwBxdicZAC",Mon Apr 05 14:32:57 +0000 2021
RT @mayu_t0m0: 進撃の巨人の署名活動、賛同者がこんなにいる事に驚きです。まず作品は正規の方法で読んで下さい。それに進撃は先生が妥協せずに書き上げた作品です。結末に対する感じ方は自由だけどその自由を他に強要しないで下さい。読者が作品に干渉しては本当に先生が伝えたかっ…,Sun Apr 11 09:57:06 +0000 2021
"RT @MorinagaIce: 🗿#進撃の巨人 ×#パキシエル がコラボ🗿
4月上旬より進撃の巨人コラボパッケージが発売！

⚔「当たり調査兵団キャンペーン」実施中⚔
アイスの棒に巨人が出たらオリジナルQUOカードが必ずもらえる!
キミも調査兵団の一員になろう！

応募締切は…",Tue Apr 06 16:16:45 +0000 2021
"RT @tbs_baseball: あす
#広島 vs #巨人  第3ラウンド🔥

#TBS 系列【地上波】
✅午後2時～
（※一部地域を除く）
#TBSチャンネル１　
✅ 午後1時25分～
放送します📺️ 

#神龍 (シェンロン)はいなくても
届け、ファンの願い🐉
掴もうぜ…",Sat Apr 10 08:19:18 +0000 2021
"RT @livedoornews: 【お疲れ様でした】『進撃の巨人』完結、連載11年半に幕
https://t.co/hl2cFt0X0d

2009年9月の連載スタートから約11年半(11年7ヶ月)の歴史に幕を下ろした。コミックス最終34巻は特装版含め6月9日に発売される。…",Thu Apr 08 22:36:10 +0000 2021
