text,created_at
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 05:48:41 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 05:51:04 +0000 2021
"RT @livedoornews: 【お疲れ様でした】『進撃の巨人』完結、連載11年半に幕
https://t.co/hl2cFt0X0d

2009年9月の連載スタートから約11年半(11年7ヶ月)の歴史に幕を下ろした。コミックス最終34巻は特装版含め6月9日に発売される。…",Fri Apr 09 05:34:56 +0000 2021
【定期】大の巨人ファンです。#giants,Mon Apr 05 09:59:42 +0000 2021
"RT @sivell0904: #進撃の巨人 
#attackontitan
#エレン
自由の翼 https://t.co/VdZEkIky8o",Sun Apr 18 03:31:57 +0000 2021
"RT @livedoornews: 5000RT：【お疲れ様でした】『進撃の巨人』完結、連載11年半に幕
https://t.co/hl2cFt0X0d

2009年9月の連載スタートから約11年半(11年7ヶ月)の歴史に幕を下ろした。コミックス最終34巻は特装版含め6月9日に…",Fri Apr 09 07:35:40 +0000 2021
"RT @livedoornews: 【容疑認める】東京ドーム爆破予告容疑、SBファンの男逮捕
https://t.co/Y71BmoyVtI

男はソフトバンクファンで、「一番盛り上がる日本シリーズで巨人が簡単に負けてしまうのがつまらなかった」「怒りに任せて送ってしまった」など…",Thu Apr 15 08:48:14 +0000 2021
"RT @fukusawalevi: #日本のアニメの歴史を変えたスゴいアニメ

進撃の巨人season3 49話の諫山先生提案によるエンディング演出",Wed Apr 14 17:46:01 +0000 2021
RT @nnachtwachen: 進撃世界の歴史モノ創作、少なくともライナーとベルトルトの裏切り発覚のシーンが滅茶苦茶盛られるのは間違いない（こうはならんやろ） https://t.co/OC8A5meKdZ,Tue Apr 13 15:52:21 +0000 2021
"RT @TokyoGiants__: ＞米光容疑者はソフトバンクファンで、「一番盛り上がる日本シリーズで巨人が簡単に負けてしまうのがつまらなかった」と供述しているという。

草
https://t.co/NPoeNILfFT",Thu Apr 15 09:06:06 +0000 2021
"RT @livedoornews: 【容疑認める】東京ドーム爆破予告容疑、SBファンの男逮捕
https://t.co/Y71BmoyVtI

男はソフトバンクファンで、「一番盛り上がる日本シリーズで巨人が簡単に負けてしまうのがつまらなかった」「怒りに任せて送ってしまった」など…",Thu Apr 15 09:40:08 +0000 2021
"読売巨人軍に爆破予告でホークスファンの男を逮捕（JNN）
https://t.co/jyEPq6QhWv
｢贔屓チームが弱すぎて腹が立って｣ならまだありそうな話だけど｢相手が弱すぎて｣とは新しい。そこは優越感に浸ればいいやん。確か… https://t.co/w4jufYo09C",Thu Apr 15 09:40:16 +0000 2021
杉内桑田両コーチに感謝するけど、宮本に感謝してる巨人ファン0人説,Thu Apr 15 12:42:56 +0000 2021
"息子曰く、今年はプロ野球の観戦チケットが手に入りにくいらしい。

チケットを購入したいがためにファンクラブ(実際かなりの西武ファン)に入った息子と、イチローの最後が見たいがために巨人ファンでもないのに東京ドームの年間シートを購入した父😓

血は争えない😅",Thu Apr 08 11:04:10 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 05:09:27 +0000 2021
"RT @livedoornews: 3000RT：【容疑認める】東京ドーム爆破予告容疑、SBファンの男逮捕
https://t.co/Y71BmoyVtI

男はソフトバンクファンで、「一番盛り上がる日本シリーズで巨人が簡単に負けてしまうのがつまらなかった」「怒りに任せて送って…",Thu Apr 15 09:41:23 +0000 2021
RT @mainichijpnews: 「巨人に不満」　東京ドーム爆破予告容疑でソフトバンクファン逮捕 https://t.co/KZjvjBGRxc,Thu Apr 15 08:43:11 +0000 2021
"RT @livedoornews: 【容疑認める】東京ドーム爆破予告容疑、SBファンの男逮捕
https://t.co/Y71BmoyVtI

男はソフトバンクファンで、「一番盛り上がる日本シリーズで巨人が簡単に負けてしまうのがつまらなかった」「怒りに任せて送ってしまった」など…",Thu Apr 15 08:21:35 +0000 2021
"RT @livedoornews: 【容疑認める】東京ドーム爆破予告容疑、SBファンの男逮捕
https://t.co/Y71BmoyVtI

男はソフトバンクファンで、「一番盛り上がる日本シリーズで巨人が簡単に負けてしまうのがつまらなかった」「怒りに任せて送ってしまった」など…",Thu Apr 15 08:21:49 +0000 2021
"RT @livedoornews: 【容疑認める】東京ドーム爆破予告容疑、SBファンの男逮捕
https://t.co/Y71BmoyVtI

男はソフトバンクファンで、「一番盛り上がる日本シリーズで巨人が簡単に負けてしまうのがつまらなかった」「怒りに任せて送ってしまった」など…",Thu Apr 15 08:22:24 +0000 2021
"RT @livedoornews: 【容疑認める】東京ドーム爆破予告容疑、SBファンの男逮捕
https://t.co/Y71BmoyVtI

男はソフトバンクファンで、「一番盛り上がる日本シリーズで巨人が簡単に負けてしまうのがつまらなかった」「怒りに任せて送ってしまった」など…",Thu Apr 15 08:22:55 +0000 2021
"RT @anime_shingeki: 進撃の巨人×森永パキシエルキャンペーン
4月上旬より進撃の巨人コラボパッケージが発売！

アイスの棒に巨人が出たらオリジナルQUOカードが必ずもらえる
「当たり調査兵団キャンペーン」実施中！！

応募締切は6/30まで！

#shinge…",Wed Apr 07 08:04:25 +0000 2021
"@___maguronpa 久々繋がれて嬉しいよ〜😂💕💕
坂本さんが好きなの？巨人ファンですか୧(๑•̀ㅁ•́๑)૭✧",Wed Apr 07 08:04:40 +0000 2021
"柴田柚菜ちゃん→千葉ロッテファン
くみてん→巨人ファンなんだよね。
うん、知ってた。（笑） https://t.co/Hj4OyycCYM",Sun Apr 04 07:02:38 +0000 2021
"阪神ファン、巨人に勝てない横浜クソだとか言わんでくれ
君たち自身で巨人ボコせる力はあるだろう？",Sat Apr 17 07:05:36 +0000 2021
"RT @oricon_anime_: 【📺今夜20:00】林修の今でしょ！講座

『進撃の巨人』""伝説の18秒""『呪術廻戦』カメラワークの秘密『プリキュア』原画マンの超絶技巧…アニメの歴史変えた作品紹介

＼✍🏻スゴ腕クリエイター陣集結！／
キスマイ・宮田俊哉「創造神の集まり」…",Tue Apr 13 06:01:06 +0000 2021
巨人・岸田が１軍昇格で小林誠司が２軍へ…巨人ファンから「異例の要望」が | New Road（ニューロード） https://t.co/cMavfevALl,Wed Apr 07 08:34:45 +0000 2021
"RT @biccameraE: 心臓を捧げよ！
原作の壮大なストーリーを最先端グラフィックで追体験！戦術的な自由度と、仲間とともに巨人に挑むスリルが融合する、新しい形のハンティングアクション！

#進撃の巨人 TREASURE BOX【PS4ゲームソフト】
https://t.…",Sun Apr 11 05:41:13 +0000 2021
リッパーのダメージ下がり幅によるけど5メモリ程度なら対して影響ないです。キャストダメージだけなので巨人や兵士でのゲージ回収率は健在,Sun Apr 04 11:32:11 +0000 2021
"RT @livedoornews: 【9日完結】『進撃の巨人』担当編集者が語るヒットの理由「巻を追うごとに面白さの質が違ってくる」
https://t.co/AnskSmKdvh

初期はおぞましさやインパクト、その後はサスペンスや政治などの要素もあり、世の中のことをすべて描い…",Wed Apr 07 06:23:43 +0000 2021
"RT @superOCreeta931: その巨人はいついかなる時代においても
自由を求めて進み続けた
自由のために戦った
名は

進撃の巨人 https://t.co/YdTc5zBxKW",Fri Apr 09 12:06:08 +0000 2021
"RT @anime_shingeki: 進撃の巨人×森永パキシエルキャンペーン
4月上旬より進撃の巨人コラボパッケージが発売！

アイスの棒に巨人が出たらオリジナルQUOカードが必ずもらえる
「当たり調査兵団キャンペーン」実施中！！

応募締切は6/30まで！

#shinge…",Tue Apr 06 06:29:06 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 15:48:23 +0000 2021
"@liona_giants 同じ巨人ファンということでフォローさせていただきました🐰
よろしくお願いします(^^)",Mon Apr 05 10:32:04 +0000 2021
"RT @livedoornews: 【お疲れ様でした】『進撃の巨人』完結、連載11年半に幕
https://t.co/hl2cFt0X0d

2009年9月の連載スタートから約11年半(11年7ヶ月)の歴史に幕を下ろした。コミックス最終34巻は特装版含め6月9日に発売される。…",Fri Apr 09 01:03:33 +0000 2021
"RT @sientablanche: 考えてみれば…
私はベイスターズのポンコツ選手より菅野投手やトゴーちゃんのほうが好きだったりもするんだよな。
巨人ファンに転向しようかな？",Sat Apr 17 07:11:33 +0000 2021
"RT @A1rAsabu: ④
出)
👕レイ.シンジ.アスカプラグなどなど
🔫進撃16銃剣、エヴァ95銃剣
🚗オレ枕、新春旗艦、ファントムスペシャル版
求)
👕とうかor神楽
🔫kof95銃剣、進撃M4煙、進撃16銃剣
🚗オレ枕、オレ枕&amp;領主、紫枕
即決))
紫枕&amp;領主、求が全…",Wed Apr 14 15:54:37 +0000 2021
"RT @Omiya_Nie: 天皇賞（春）×進撃の巨人がコラボ　調査兵団が阪神競馬場へ　渋谷すばる新曲書き下ろしSP動画も | ORICON NEWS https://t.co/qdboKGYNIK

&gt;「進撃の天皇賞（春）」は、海を越え、エレンたち調査兵団がたどり着いたのは阪…",Sun Apr 18 13:00:16 +0000 2021
"RT @livedoornews: 【お疲れ様でした】『進撃の巨人』完結、連載11年半に幕
https://t.co/hl2cFt0X0d

2009年9月の連載スタートから約11年半(11年7ヶ月)の歴史に幕を下ろした。コミックス最終34巻は特装版含め6月9日に発売される。…",Fri Apr 09 00:01:47 +0000 2021
"RT @livedoornews: 【お疲れ様でした】『進撃の巨人』完結、連載11年半に幕
https://t.co/hl2cFt0X0d

2009年9月の連載スタートから約11年半(11年7ヶ月)の歴史に幕を下ろした。コミックス最終34巻は特装版含め6月9日に発売される。…",Fri Apr 09 00:02:22 +0000 2021
エレンは頭進撃だから8割ぶっころしないと自由になれなかったけどアルミンはあの貝殻だけで自由になれたしなんなら壁の中でエレンとミカサと連んでるだけで十分自由だったんやろ,Thu Apr 08 15:50:46 +0000 2021
進撃の巨人読み終えました。なんか歴史的瞬間に立ち会った気分,Thu Apr 08 15:51:39 +0000 2021
ちなみに阪神巨人以外のファンはどぅちが勝ち越しそうって思っとんの？,Mon Apr 19 06:29:39 +0000 2021
"RT @livedoornews: 【9日完結】『進撃の巨人』担当編集者が語るヒットの理由「巻を追うごとに面白さの質が違ってくる」
https://t.co/AnskSmKdvh

初期はおぞましさやインパクト、その後はサスペンスや政治などの要素もあり、世の中のことをすべて描い…",Wed Apr 07 06:36:15 +0000 2021
"RT @anime_shingeki: 進撃の巨人×森永パキシエルキャンペーン
4月上旬より進撃の巨人コラボパッケージが発売！

アイスの棒に巨人が出たらオリジナルQUOカードが必ずもらえる
「当たり調査兵団キャンペーン」実施中！！

応募締切は6/30まで！

#shinge…",Tue Apr 06 02:39:58 +0000 2021
"RT @YahooNewsTopics: 【進撃の巨人が完結 連載11年半】
https://t.co/NQgogh0oHi

人気漫画「進撃の巨人」が、9日発売の「別冊少年マガジン」で最終回（139話）を迎え、連載スタートから約11年半の歴史に幕を下ろした。編集部は「応援して…",Thu Apr 08 15:56:38 +0000 2021
"RT @livedoornews: 【お疲れ様でした】『進撃の巨人』完結、連載11年半に幕
https://t.co/hl2cFt0X0d

2009年9月の連載スタートから約11年半(11年7ヶ月)の歴史に幕を下ろした。コミックス最終34巻は特装版含め6月9日に発売される。…",Fri Apr 09 01:59:10 +0000 2021
進撃の巨人読んだー！エレンの癇癪で平らにしてなんでか自分にも言語化できねえ…なってるのよかった！「エレン」って名前与えといてお前は自由だ…とかグリシャ気持ち悪いな〜って思っちゃったよ,Thu Apr 08 16:00:05 +0000 2021
"RT @YahooNewsTopics: 【進撃の巨人が完結 連載11年半】
https://t.co/NQgogh0oHi

人気漫画「進撃の巨人」が、9日発売の「別冊少年マガジン」で最終回（139話）を迎え、連載スタートから約11年半の歴史に幕を下ろした。編集部は「応援して…",Thu Apr 08 16:00:13 +0000 2021
"RT @treevillage_ani: ✨告知✨
【#進撃の巨人】
／
ポップアップショップ＆コラボカフェ開催決定‼
『開催期間　2021年4月23日(金)～6月4日(金)』
＼
ツリービレッジ限定、調査兵団による前夜祭の新規デザインのオリジナルグッズの販売や、カフェメニュー…",Thu Apr 08 14:13:05 +0000 2021
RT @6B2Qina7NG8u4bj: 自分達をエルディア人に重ねて読む人が多くてイスラエルで進撃が人気あるって話どっかで見て、それはユダヤ人差別の話だけじゃなく、パレスチナ侵攻に都合のいい言い訳を与えてくれるという理由もあるんですかって思ったんだよな。少年漫画が難民より虐殺…,Sun Apr 18 11:12:34 +0000 2021
RT @psy_games_: 「日本のアニメの歴史を変えた14選」でエヴァ、プリキュア、進撃、呪術って来てるところに急にプペル差し込まれて爆笑してる。,Thu Apr 15 03:45:26 +0000 2021
"巨人ファンのやつ
草 https://t.co/ftuwY9DojE",Sat Apr 10 06:41:34 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 11:23:00 +0000 2021
"飯田ズームは鳥海さんが出演か。
阪神が好調だと飯田さんもご機嫌で巨人ファンとも楽しく話が出来ますね。
 #cozy1242",Wed Apr 14 22:58:49 +0000 2021
"RT @Towpura1: いやぁ獣の巨人やっと完成しました 正直めっちゃお気に入りの作品です
(=ﾟДﾟ=)
#ガンプラ #ガンプラ改造 #ガンプラ好きと繋がりたい  #ガンプラはどんな自由な発想で作ってもいいん #俺が作るとこうなる https://t.co/XbYDSK7…",Fri Apr 09 22:21:18 +0000 2021
"RT @livedoornews: 【容疑認める】東京ドーム爆破予告容疑、SBファンの男逮捕
https://t.co/Y71BmoyVtI

男はソフトバンクファンで、「一番盛り上がる日本シリーズで巨人が簡単に負けてしまうのがつまらなかった」「怒りに任せて送ってしまった」など…",Thu Apr 15 08:36:23 +0000 2021
"RT @lapis021318: 進撃の巨人のアニメを見始めるのでリンホラから考える進撃のイメージ

・“楽園（恐らく巨人を倒し終わった後の平和な世界）”は虚構
・エレンのお母さんの背負う業がやばそう
・ミカサは死にそう（13の“冬”）
・大切なものを殺す選択を迫られる調査兵団…",Wed Apr 07 08:23:56 +0000 2021
"「巨人に不満」　東京ドーム爆破予告容疑でソフトバンクファン逮捕（毎日新聞） - Yahoo!ニュース

なんでやねん意味わからん🤷‍♀️ https://t.co/bySgpUCW9Y",Thu Apr 15 08:37:30 +0000 2021
"RT @hnhfspi: 「巨人に不満」　東京ドーム爆破予告容疑でソフトバンクファン逮捕

容疑者はソフトバンクファンで、「一番盛り上がる日本シリーズで巨人が簡単に負けてしまうのがつまらなかった」と供述しているという。

https://t.co/yqEW8bBIuq",Thu Apr 15 08:37:57 +0000 2021
自由を希求するアメリカ人にとっては進撃のENDが受け入れがたい。というツイート拝見しましたが、アメリカ人が「マスクをつけない自由があるんだ！」と言いながらコロナ振りまいて50万人も死んでるの見ると、、、アメリカ人が一番自由の奴隷では？。「銃を持つのは自由！」というお国柄ですし。,Sun Apr 11 06:48:39 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 08:32:39 +0000 2021
"RT @xusagi20: 後で読みたいからストックのためにつぶやく…

後世に語り継がれフリー素材になるアルミンと調査兵団｜進撃の巨人最終回後トーク - Togetter https://t.co/IGepvPk8K4 @togetter_jpから",Sun Apr 11 06:21:03 +0000 2021
2000年前から続く歴史にけりをつけるには巨人の力を消し去るしかないという結論になるのも、その未来を知っていたのなら納得だし、部分的地ならしでヒストリアとその子達を犠牲にすることもなくなるし、アルミンも止めに来ないからその選択肢が捨てられるのも納得なんだけど…,Sun Apr 11 06:21:33 +0000 2021
"RT @nojitv: 進撃の巨人最終回を読む前のファン

#進撃の巨人最終回 https://t.co/v9bfQm478b",Thu Apr 08 14:28:31 +0000 2021
"RT @jumandekirukana: #10万円でできるかな
4/12(月)3時間SP！

宮田さんだけでなく
キスマイメンバー内にも
ファンが多い進撃の巨人から
#梶裕貴 さん
#石川由依 さん

宮田さんの師匠
#浪川大輔 さん

宮田さんがプライベートで
ライブを見に…",Sat Apr 10 04:13:27 +0000 2021
"RT @jumandekirukana: #10万円でできるかな
4/12(月)3時間SP！

宮田さんだけでなく
キスマイメンバー内にも
ファンが多い進撃の巨人から
#梶裕貴 さん
#石川由依 さん

宮田さんの師匠
#浪川大輔 さん

宮田さんがプライベートで
ライブを見に…",Sat Apr 10 04:13:48 +0000 2021
"RT @jumandekirukana: #10万円でできるかな
4/12(月)3時間SP！

宮田さんだけでなく
キスマイメンバー内にも
ファンが多い進撃の巨人から
#梶裕貴 さん
#石川由依 さん

宮田さんの師匠
#浪川大輔 さん

宮田さんがプライベートで
ライブを見に…",Sat Apr 10 04:15:21 +0000 2021
"LINE巨人ファングループ『YGF』では新規メンバー募集しています！
皆さんも試合中LINE巨人ファングループで応援歌を歌ったりコールしてみませんか？
興味を持った方は是非声をかけて下さい(^o^)
⚠入る際面接があります！byあいこ",Fri Apr 09 07:38:58 +0000 2021
"RT @livedoornews: 【お疲れ様でした】『進撃の巨人』完結、連載11年半に幕
https://t.co/hl2cFt0X0d

2009年9月の連載スタートから約11年半(11年7ヶ月)の歴史に幕を下ろした。コミックス最終34巻は特装版含め6月9日に発売される。…",Thu Apr 08 21:25:55 +0000 2021
"RT @magapoke: #別マガ 2021年5月号のみどころ! ①
https://t.co/uFsSwPXywq

【最終回】
伝説の到達点を見逃すな。
『 #進撃の巨人 』
世界累計1億部突破のダークファンタジー、遂に完結!

🌈フルカラー 第3弾
諫山先生セレクト話!…",Thu Apr 08 21:27:38 +0000 2021
"RT @YahooNewsTopics: 【進撃の巨人が完結 連載11年半】
https://t.co/NQgogh0oHi

人気漫画「進撃の巨人」が、9日発売の「別冊少年マガジン」で最終回（139話）を迎え、連載スタートから約11年半の歴史に幕を下ろした。編集部は「応援して…",Thu Apr 08 21:28:01 +0000 2021
"RT @superOCreeta931: その巨人はいついかなる時代においても
自由を求めて進み続けた
自由のために戦った
名は

進撃の巨人 https://t.co/YdTc5zBxKW",Sat Apr 10 22:20:10 +0000 2021
"RT @livedoornews: 【容疑認める】東京ドーム爆破予告容疑、SBファンの男逮捕
https://t.co/Y71BmoyVtI

男はソフトバンクファンで、「一番盛り上がる日本シリーズで巨人が簡単に負けてしまうのがつまらなかった」「怒りに任せて送ってしまった」など…",Thu Apr 15 08:47:51 +0000 2021
RT @uma_Reiner: 天皇賞（春）×進撃の巨人がコラボ　調査兵団が阪神競馬場へ　渋谷すばる新曲書き下ろしSP動画も | ORICON NEWS https://t.co/EZZhQHAjII https://t.co/2ndvu8bZhh,Sun Apr 18 14:03:52 +0000 2021
"RT @purinn_cos: #コスプレイヤーさんと繋がりたい
#相互さんの相互さんと繋がりたい

タグ失礼します🙇🏻‍♀️💜
日本語勉強中の韓国のレイヤーです
鬼滅/呪術廻戦/進撃/バンドリ/LOL/APEX
色んなの好きです！
仲良くしてくれるたらすごく嬉しいです🍓

R…",Sun Apr 04 12:19:27 +0000 2021
"@hirorainbow913 そこまで割り切られていたと聞くと逆にスッキリしますね！好きで入社するより仕事に対してストイックにできそうですし。
むしろあの頃ならそういう社員さんが多く、今のSNKこそ当時のファンが憧れて入社しているのではないかと思います。",Fri Apr 09 22:09:23 +0000 2021
【進撃の巨人豆知識】エルヴィンは調査兵団13代団長である #進撃クイズ,Tue Apr 06 11:05:34 +0000 2021
"8日23:59まで、Twitterさようなら。
伝説の瞬間を全世界の進撃ファン全員で見届けよう。",Tue Apr 06 11:07:11 +0000 2021
進撃は原作者が別モンにしてくださいっつったらアレになったけどそれはそれとしてガビ山先生はあれを見て大惨事になってる原作ファンを見て楽しんでいるのはそう,Wed Apr 07 08:36:19 +0000 2021
"虐殺は進撃を批判するには必ず用いられると思うんだけど、この言葉が出てきたら「大量死」のような多少フラットな言葉に一度置き換えて考えてもいい気がする。
いずれにしても、作者が大量死を用いて、やられたらやり返す是非の延長線を読み手に問うているのは間違いないのだから…",Sun Apr 11 20:32:14 +0000 2021
"RT @ntvnewszero: 今夜の #newszero
#プロ野球がちょっと好きになる話

巨人大好きの#ナイツ #塙宣之 さん
今回取り上げたのは球団最年長#亀井善行 選手
あの劇的なホームランについて熱弁
大の阪神ファンの #有働由美子 キャスターへの”口撃”も
そし…",Fri Apr 16 12:59:34 +0000 2021
"RT @oricon_anime_: 【📺今夜20:00】林修の今でしょ！講座

『進撃の巨人』""伝説の18秒""『呪術廻戦』カメラワークの秘密『プリキュア』原画マンの超絶技巧…アニメの歴史変えた作品紹介

＼✍🏻スゴ腕クリエイター陣集結！／
キスマイ・宮田俊哉「創造神の集まり」…",Tue Apr 13 14:59:21 +0000 2021
"RT @hitasuraeiga: アニメ『進撃の巨人』でファンを驚かせた”伝説の18秒”は、元々の絵コンテでは4カットだったが、迫力を増すためにアニメーターの江原康之さんが長回しで作画した結果、18秒1カットの凄まじいアクションシーンに仕上がった
#今アニメでしょ https…",Tue Apr 13 11:54:12 +0000 2021
"RT @livedoornews: 【容疑認める】東京ドーム爆破予告容疑、SBファンの男逮捕
https://t.co/Y71BmoyVtI

男はソフトバンクファンで、「一番盛り上がる日本シリーズで巨人が簡単に負けてしまうのがつまらなかった」「怒りに任せて送ってしまった」など…",Thu Apr 15 09:09:41 +0000 2021
"RT @YahooNewsTopics: 【進撃の巨人が完結 連載11年半】
https://t.co/NQgogh0oHi

人気漫画「進撃の巨人」が、9日発売の「別冊少年マガジン」で最終回（139話）を迎え、連載スタートから約11年半の歴史に幕を下ろした。編集部は「応援して…",Fri Apr 09 01:04:45 +0000 2021
"RT @livedoornews: 5000RT：【お疲れ様でした】『進撃の巨人』完結、連載11年半に幕
https://t.co/hl2cFt0X0d

2009年9月の連載スタートから約11年半(11年7ヶ月)の歴史に幕を下ろした。コミックス最終34巻は特装版含め6月9日に…",Fri Apr 09 01:05:46 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 11:42:45 +0000 2021
"RT @YahooNewsTopics: 【進撃の巨人が完結 連載11年半】
https://t.co/NQgogh0oHi

人気漫画「進撃の巨人」が、9日発売の「別冊少年マガジン」で最終回（139話）を迎え、連載スタートから約11年半の歴史に幕を下ろした。編集部は「応援して…",Thu Apr 08 15:53:27 +0000 2021
"RT @ChDrvE8D2heV5rG: 進撃の巨人好きになってはや8年、今まで調査兵団をずっと応援し続けてきてよかった…ずっとずっと大好きだ！！！
#進撃の巨人最終回 https://t.co/HUjkUj4yXC",Thu Apr 08 15:54:23 +0000 2021
"RT @YahooNewsTopics: 【進撃の巨人が完結 連載11年半】
https://t.co/NQgogh0oHi

人気漫画「進撃の巨人」が、9日発売の「別冊少年マガジン」で最終回（139話）を迎え、連載スタートから約11年半の歴史に幕を下ろした。編集部は「応援して…",Thu Apr 08 15:55:13 +0000 2021
"@slj4152 こちらこそです🎶
そもそも我が家は父の家系が田舎の出で、当時巨人戦しかTVに映らなかったことが原因でして…本気のファンかと言われると…😅",Fri Apr 09 15:17:35 +0000 2021
"RT @livedoornews: 【容疑認める】東京ドーム爆破予告容疑、SBファンの男逮捕
https://t.co/Y71BmoyVtI

男はソフトバンクファンで、「一番盛り上がる日本シリーズで巨人が簡単に負けてしまうのがつまらなかった」「怒りに任せて送ってしまった」など…",Thu Apr 15 09:27:39 +0000 2021
"「一番盛り上がる日本シリーズで巨人が簡単に負けてしまうのがつまらなかった」
「怒りに任せて送ってしまった」

巨人ファンじゃなくて
ホークスファンなんやもんなぁ……(笑)

人生かけての巨人煽りすぎるwww",Thu Apr 15 09:29:10 +0000 2021
「巨人に不満」　東京ドーム爆破予告容疑でソフトバンクファン逮捕 https://t.co/wlZ2zdrBVi,Thu Apr 15 09:31:07 +0000 2021
"RT @superOCreeta931: その巨人はいついかなる時代においても
自由を求めて進み続けた
自由のために戦った
名は

進撃の巨人 https://t.co/YdTc5zBxKW",Sat Apr 10 12:26:42 +0000 2021
"RT @livedoornews: 【お疲れ様でした】『進撃の巨人』完結、連載11年半に幕
https://t.co/hl2cFt0X0d

2009年9月の連載スタートから約11年半(11年7ヶ月)の歴史に幕を下ろした。コミックス最終34巻は特装版含め6月9日に発売される。…",Fri Apr 09 07:48:11 +0000 2021
地ならしも始祖ユミルも自由の翼も壁の巨人もデザイン好きで迷うぅぅ,Wed Apr 07 14:42:14 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Tue Apr 13 15:05:00 +0000 2021
RT @Subaru_AOTK: (NSFW)ロードワークの途中で多目的トイレでおせっせする「あなた」と先輩のファンアートです https://t.co/MaXpTD2R4I,Thu Apr 15 03:18:19 +0000 2021
"RT @eimo_info: ✨新商品情報✨
TVアニメ『進撃の巨人』#ふわぽに シリーズ発売決定🎉

テーマはパン屋さんで働く調査兵団🍞
ぬいぐるみのようなふわふわ優しい質感のデフォルメイラストシリーズで新登場🥖

4/10(土)10:00～販売開始🌟
▶https://t.…",Fri Apr 09 05:07:54 +0000 2021
"私Simeji使ってるんだけど、さっき
進撃の巨人っうったら兵士降ってきた笑（かわいい）",Sat Apr 17 08:40:49 +0000 2021
"【定期】
GIANTS SMILE♡
第二弾！
画像作ったみたよ(ｏ'∀'ｏ)

#この画像を見てキュンときた巨人ファン G党はRTもしくはフォローしていただけると全力でフォローしに行きます https://t.co/aBcF63mpXe",Sat Apr 17 08:42:12 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 08:17:26 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 08:16:31 +0000 2021
"@hmnk0709 そう！最初は巨人ファンだったのに変わった😂
そうなんだよー笑",Sun Apr 11 16:00:00 +0000 2021
RT @uma_Reiner: 天皇賞（春）×進撃の巨人がコラボ　調査兵団が阪神競馬場へ　渋谷すばる新曲書き下ろしSP動画も | ORICON NEWS https://t.co/EZZhQHAjII https://t.co/2ndvu8bZhh,Mon Apr 19 09:52:41 +0000 2021
"RT @shingeki__kun: 日本のアニメの歴史を変えたスゴいアニメ

アクション作画

｢進撃の巨人｣  伝説の1カット18秒 https://t.co/ikjJq9D31l",Wed Apr 14 09:09:35 +0000 2021
"RT @shingeki__kun: 進撃ファンってめちゃくちゃ恵まれてるよな。完結しても色んなイベントあるし、聖地巡礼できるし。
あぁぁ〜〜進撃の巨人ファンで良かった！",Wed Apr 14 14:19:42 +0000 2021
"@kyoka15xoxo めちゃめちゃ遠いですが、是非お越しください
これクラファンで建てられたみたいです。(横向きですみません💦)
進撃の作者さんが日田の方らしいので故郷に錦を✨って嬉しいでしょうね❀(*´▽`*)❀ https://t.co/YEztBwGqt0",Sun Apr 11 10:58:05 +0000 2021
"藤川さん巨人ファンだったの？？
 #ベタ惚れナイター",Tue Apr 20 10:44:56 +0000 2021
@dy03young 進撃のジョンファンしぬ w w w w w w w w w うちの壁なら壊していいよ❤(ダメです),Sun Apr 04 05:44:22 +0000 2021
